date,county,cases,deaths,new_cases,new_deaths,state,retail,grocery,parks,transit,workplaces,residential
2020-02-15,Dane,1,0,0.0,0.0,Wisconsin,10.0,8.0,10.0,-5.0,7.0,-1.0
2020-02-16,Dane,1,0,0.0,0.0,Wisconsin,9.0,6.0,18.0,-8.0,6.0,-1.0
2020-02-17,Dane,1,0,0.0,0.0,Wisconsin,-16.0,-10.0,-21.0,-6.0,-2.0,4.0
2020-02-18,Dane,1,0,0.0,0.0,Wisconsin,0.0,7.0,7.0,10.0,0.0,0.0
2020-02-19,Dane,1,0,0.0,0.0,Wisconsin,-2.0,2.0,-8.0,-3.0,1.0,0.0
2020-02-20,Dane,1,0,0.0,0.0,Wisconsin,-3.0,0.0,-12.0,2.0,1.0,0.0
2020-02-21,Dane,1,0,0.0,0.0,Wisconsin,4.0,0.0,-1.0,9.0,2.0,0.0
2020-02-22,Dane,1,0,0.0,0.0,Wisconsin,9.0,10.0,28.0,9.0,8.0,-2.0
2020-02-23,Dane,1,0,0.0,0.0,Wisconsin,12.0,8.0,55.0,18.0,7.0,-2.0
2020-02-24,Dane,1,0,0.0,0.0,Wisconsin,0.0,5.0,-7.0,1.0,5.0,0.0
2020-02-25,Dane,1,0,0.0,0.0,Wisconsin,-5.0,0.0,-7.0,5.0,2.0,1.0
2020-02-26,Dane,1,0,0.0,0.0,Wisconsin,-1.0,2.0,-4.0,7.0,1.0,0.0
2020-02-27,Dane,1,0,0.0,0.0,Wisconsin,3.0,4.0,-2.0,8.0,2.0,0.0
2020-02-28,Dane,1,0,0.0,0.0,Wisconsin,9.0,3.0,0.0,7.0,0.0,0.0
2020-02-29,Dane,1,0,0.0,0.0,Wisconsin,17.0,13.0,12.0,4.0,8.0,-2.0
2020-03-01,Dane,1,0,0.0,0.0,Wisconsin,16.0,13.0,73.0,7.0,6.0,-2.0
2020-03-02,Dane,1,0,0.0,0.0,Wisconsin,3.0,5.0,2.0,-6.0,5.0,0.0
2020-03-03,Dane,1,0,0.0,0.0,Wisconsin,2.0,6.0,1.0,0.0,-1.0,1.0
2020-03-04,Dane,1,0,0.0,0.0,Wisconsin,4.0,6.0,17.0,1.0,2.0,-1.0
2020-03-05,Dane,1,0,0.0,0.0,Wisconsin,2.0,4.0,-7.0,5.0,3.0,0.0
2020-03-06,Dane,1,0,0.0,0.0,Wisconsin,8.0,5.0,10.0,5.0,6.0,-1.0
2020-03-07,Dane,1,0,0.0,0.0,Wisconsin,12.0,12.0,44.0,7.0,12.0,-2.0
2020-03-08,Dane,1,0,0.0,0.0,Wisconsin,11.0,12.0,128.0,8.0,7.0,-2.0
2020-03-09,Dane,1,0,0.0,0.0,Wisconsin,-2.0,1.0,-27.0,-11.0,4.0,1.0
2020-03-09,Pierce,1,0,,,Wisconsin,6.0,2.0,,,4.0,0.0
2020-03-10,Dane,2,0,1.0,0.0,Wisconsin,3.0,9.0,36.0,-4.0,2.0,0.0
2020-03-10,Pierce,1,0,0.0,0.0,Wisconsin,5.0,10.0,,,-1.0,1.0
2020-03-11,Dane,2,0,0.0,0.0,Wisconsin,3.0,14.0,4.0,0.0,1.0,0.0
2020-03-11,Pierce,1,0,0.0,0.0,Wisconsin,-3.0,7.0,,,1.0,0.0
2020-03-11,Waukesha,1,0,,,Wisconsin,3.0,5.0,6.0,-1.0,1.0,0.0
2020-03-12,Dane,4,0,2.0,0.0,Wisconsin,2.0,30.0,1.0,-1.0,0.0,2.0
2020-03-12,Pierce,1,0,0.0,0.0,Wisconsin,1.0,20.0,,,-1.0,2.0
2020-03-12,Waukesha,1,0,0.0,0.0,Wisconsin,8.0,27.0,31.0,-3.0,1.0,1.0
2020-03-13,Dane,5,0,1.0,0.0,Wisconsin,-2.0,32.0,15.0,1.0,-2.0,3.0
2020-03-13,Milwaukee,2,0,,,Wisconsin,3.0,31.0,26.0,-4.0,-2.0,2.0
2020-03-13,Pierce,1,0,0.0,0.0,Wisconsin,6.0,34.0,,,-2.0,2.0
2020-03-13,Racine,1,0,,,Wisconsin,4.0,26.0,20.0,-2.0,-5.0,2.0
2020-03-13,Sheboygan,3,0,,,Wisconsin,6.0,28.0,16.0,8.0,-1.0,1.0
2020-03-13,Waukesha,1,0,0.0,0.0,Wisconsin,4.0,33.0,23.0,-1.0,0.0,2.0
2020-03-14,Dane,6,0,1.0,0.0,Wisconsin,-19.0,22.0,-6.0,-7.0,1.0,5.0
2020-03-14,Milwaukee,6,0,4.0,0.0,Wisconsin,-7.0,25.0,-9.0,-9.0,0.0,2.0
2020-03-14,Pierce,1,0,0.0,0.0,Wisconsin,1.0,32.0,,,0.0,
2020-03-14,Racine,1,0,0.0,0.0,Wisconsin,2.0,24.0,-1.0,-2.0,2.0,2.0
2020-03-14,Sheboygan,3,0,0.0,0.0,Wisconsin,-4.0,35.0,11.0,8.0,1.0,4.0
2020-03-14,Waukesha,3,0,2.0,0.0,Wisconsin,-4.0,25.0,5.0,-8.0,2.0,3.0
2020-03-14,Winnebago,1,0,,,Wisconsin,-2.0,23.0,24.0,-7.0,5.0,2.0
2020-03-15,Dane,6,0,0.0,0.0,Wisconsin,-24.0,4.0,39.0,-17.0,-4.0,5.0
2020-03-15,Milwaukee,7,0,1.0,0.0,Wisconsin,-8.0,14.0,48.0,-12.0,-3.0,2.0
2020-03-15,Pierce,1,0,0.0,0.0,Wisconsin,5.0,30.0,,,7.0,
2020-03-15,Racine,1,0,0.0,0.0,Wisconsin,-2.0,11.0,53.0,-4.0,-2.0,2.0
2020-03-15,Sheboygan,3,0,0.0,0.0,Wisconsin,-5.0,15.0,36.0,5.0,1.0,3.0
2020-03-15,Waukesha,3,0,0.0,0.0,Wisconsin,-8.0,6.0,44.0,2.0,-6.0,4.0
2020-03-15,Winnebago,1,0,0.0,0.0,Wisconsin,-4.0,9.0,52.0,,-1.0,3.0
2020-03-16,Dane,10,0,4.0,0.0,Wisconsin,-25.0,13.0,7.0,-32.0,-25.0,12.0
2020-03-16,Milwaukee,13,0,6.0,0.0,Wisconsin,-13.0,21.0,-4.0,-23.0,-17.0,7.0
2020-03-16,Outagamie,1,0,,,Wisconsin,-9.0,22.0,8.0,-21.0,-6.0,4.0
2020-03-16,Pierce,1,0,0.0,0.0,Wisconsin,-9.0,34.0,,,-2.0,5.0
2020-03-16,Racine,1,0,0.0,0.0,Wisconsin,-4.0,19.0,15.0,-4.0,-12.0,6.0
2020-03-16,Sheboygan,3,0,0.0,0.0,Wisconsin,-6.0,18.0,0.0,8.0,-6.0,5.0
2020-03-16,Waukesha,3,0,0.0,0.0,Wisconsin,-6.0,18.0,8.0,-4.0,-19.0,9.0
2020-03-16,Winnebago,3,0,2.0,0.0,Wisconsin,-13.0,17.0,-3.0,-20.0,-9.0,5.0
2020-03-16,Wood,1,0,,,Wisconsin,-7.0,12.0,,,-11.0,5.0
2020-03-17,Dane,19,0,9.0,0.0,Wisconsin,-35.0,9.0,77.0,-27.0,-37.0,17.0
2020-03-17,Kenosha,4,0,,,Wisconsin,-15.0,13.0,-23.0,-9.0,-21.0,10.0
2020-03-17,Milwaukee,24,0,11.0,0.0,Wisconsin,-25.0,16.0,46.0,-18.0,-27.0,11.0
2020-03-17,Outagamie,1,0,0.0,0.0,Wisconsin,-28.0,11.0,44.0,-13.0,-19.0,10.0
2020-03-17,Pierce,1,0,0.0,0.0,Wisconsin,-24.0,41.0,,,-17.0,9.0
2020-03-17,Racine,1,0,0.0,0.0,Wisconsin,-17.0,13.0,60.0,-5.0,-19.0,9.0
2020-03-17,Sheboygan,3,0,0.0,0.0,Wisconsin,-16.0,13.0,,13.0,-19.0,9.0
2020-03-17,Waukesha,4,0,1.0,0.0,Wisconsin,-21.0,10.0,85.0,-8.0,-29.0,14.0
2020-03-17,Winnebago,3,0,0.0,0.0,Wisconsin,-24.0,6.0,75.0,-13.0,-17.0,9.0
2020-03-17,Wood,1,0,0.0,0.0,Wisconsin,-17.0,7.0,,,-18.0,7.0
2020-03-18,Brown,1,0,,,Wisconsin,-35.0,10.0,1.0,-38.0,-27.0,12.0
2020-03-18,Dane,23,0,4.0,0.0,Wisconsin,-49.0,-7.0,-20.0,-40.0,-45.0,22.0
2020-03-18,Kenosha,4,0,0.0,0.0,Wisconsin,-33.0,2.0,-56.0,-12.0,-27.0,13.0
2020-03-18,Milwaukee,47,0,23.0,0.0,Wisconsin,-34.0,3.0,-17.0,-30.0,-34.0,15.0
2020-03-18,Outagamie,1,0,0.0,0.0,Wisconsin,-42.0,2.0,-6.0,-30.0,-27.0,14.0
2020-03-18,Pierce,1,0,0.0,0.0,Wisconsin,-51.0,24.0,,,-23.0,12.0
2020-03-18,Racine,1,0,0.0,0.0,Wisconsin,-29.0,1.0,9.0,-11.0,-25.0,13.0
2020-03-18,Sheboygan,4,0,1.0,0.0,Wisconsin,-33.0,0.0,-9.0,-13.0,-25.0,13.0
2020-03-18,Washington,2,0,,,Wisconsin,-28.0,7.0,-21.0,,-26.0,15.0
2020-03-18,Waukesha,5,0,1.0,0.0,Wisconsin,-32.0,-1.0,-16.0,-22.0,-35.0,18.0
2020-03-18,Winnebago,3,0,0.0,0.0,Wisconsin,-38.0,-1.0,-10.0,-8.0,-26.0,13.0
2020-03-18,Wood,1,0,0.0,0.0,Wisconsin,-30.0,1.0,,,-21.0,10.0
2020-03-19,Bayfield,1,0,,,Wisconsin,-52.0,,,,-31.0,
2020-03-19,Brown,2,0,1.0,0.0,Wisconsin,-42.0,-2.0,-25.0,-49.0,-31.0,15.0
2020-03-19,Calumet,1,0,,,Wisconsin,-57.0,6.0,,,-27.0,17.0
2020-03-19,Columbia,4,0,,,Wisconsin,-41.0,-3.0,,-10.0,-30.0,16.0
2020-03-19,Dane,27,0,4.0,0.0,Wisconsin,-53.0,-9.0,-22.0,-48.0,-48.0,24.0
2020-03-19,Kenosha,4,0,0.0,0.0,Wisconsin,-36.0,3.0,-58.0,-20.0,-31.0,15.0
2020-03-19,Milwaukee,62,0,15.0,0.0,Wisconsin,-38.0,3.0,-21.0,-36.0,-37.0,16.0
2020-03-19,Outagamie,1,0,0.0,0.0,Wisconsin,-47.0,-6.0,-16.0,-37.0,-31.0,16.0
2020-03-19,Ozaukee,3,1,,,Wisconsin,-42.0,-3.0,1.0,,-38.0,20.0
2020-03-19,Pierce,1,0,0.0,0.0,Wisconsin,-58.0,4.0,,,-29.0,17.0
2020-03-19,Racine,3,0,2.0,0.0,Wisconsin,-32.0,2.0,-14.0,-17.0,-29.0,15.0
2020-03-19,Sauk,1,0,,,Wisconsin,-41.0,-3.0,-19.0,,-30.0,16.0
2020-03-19,Sheboygan,6,0,2.0,0.0,Wisconsin,-36.0,-2.0,-13.0,-13.0,-27.0,15.0
2020-03-19,Walworth,2,0,,,Wisconsin,-29.0,10.0,-7.0,,-28.0,15.0
2020-03-19,Washington,2,0,0.0,0.0,Wisconsin,-33.0,8.0,-8.0,,-29.0,17.0
2020-03-19,Waukesha,12,0,7.0,0.0,Wisconsin,-37.0,-1.0,-8.0,-27.0,-37.0,19.0
2020-03-19,Winnebago,5,0,2.0,0.0,Wisconsin,-43.0,-9.0,-14.0,-23.0,-28.0,15.0
2020-03-19,Wood,1,0,0.0,0.0,Wisconsin,-37.0,-10.0,,,-25.0,13.0
2020-03-20,Bayfield,1,0,0.0,0.0,Wisconsin,-69.0,,,,-38.0,
2020-03-20,Brown,2,0,0.0,0.0,Wisconsin,-43.0,0.0,-8.0,-62.0,-33.0,18.0
2020-03-20,Calumet,1,0,0.0,0.0,Wisconsin,-62.0,13.0,,,-31.0,20.0
2020-03-20,Chippewa,1,0,,,Wisconsin,-39.0,0.0,,,-24.0,17.0
2020-03-20,Columbia,5,0,1.0,0.0,Wisconsin,-40.0,4.0,,-21.0,-31.0,17.0
2020-03-20,Dane,32,0,5.0,0.0,Wisconsin,-50.0,-2.0,-2.0,-48.0,-48.0,24.0
2020-03-20,Douglas,1,0,,,Wisconsin,-33.0,-2.0,,,-30.0,15.0
2020-03-20,Dunn,1,0,,,Wisconsin,-36.0,-6.0,,-2.0,-28.0,15.0
2020-03-20,Green,1,0,,,Wisconsin,-30.0,20.0,,,-32.0,17.0
2020-03-20,Green,1,0,,,Wisconsin,-27.0,4.0,,,-24.0,
2020-03-20,Jefferson,1,0,,,Wisconsin,-35.0,15.0,,-38.0,-30.0,17.0
2020-03-20,Kenosha,4,0,0.0,0.0,Wisconsin,-41.0,7.0,-10.0,-49.0,-31.0,16.0
2020-03-20,Marathon,1,0,,,Wisconsin,-43.0,-3.0,-34.0,,-27.0,17.0
2020-03-20,Milwaukee,95,1,33.0,1.0,Wisconsin,-37.0,10.0,-7.0,-35.0,-38.0,19.0
2020-03-20,Outagamie,2,0,1.0,0.0,Wisconsin,-49.0,1.0,-14.0,-38.0,-34.0,19.0
2020-03-20,Ozaukee,7,1,4.0,0.0,Wisconsin,-39.0,7.0,12.0,,-40.0,22.0
2020-03-20,Pierce,1,0,0.0,0.0,Wisconsin,-56.0,13.0,,,-32.0,19.0
2020-03-20,Racine,3,0,0.0,0.0,Wisconsin,-32.0,11.0,-3.0,-15.0,-30.0,16.0
2020-03-20,Rock,1,0,,,Wisconsin,-37.0,13.0,-7.0,-10.0,-30.0,16.0
2020-03-20,Sauk,2,0,1.0,0.0,Wisconsin,-44.0,7.0,-7.0,-33.0,-34.0,18.0
2020-03-20,Sheboygan,6,0,0.0,0.0,Wisconsin,-37.0,4.0,3.0,-12.0,-29.0,17.0
2020-03-20,Walworth,3,0,1.0,0.0,Wisconsin,-30.0,20.0,-10.0,,-30.0,16.0
2020-03-20,Washington,3,0,1.0,0.0,Wisconsin,-30.0,19.0,3.0,,-30.0,19.0
2020-03-20,Waukesha,15,0,3.0,0.0,Wisconsin,-38.0,10.0,-1.0,-22.0,-38.0,21.0
2020-03-20,Winnebago,5,0,0.0,0.0,Wisconsin,-42.0,-4.0,-3.0,-33.0,-29.0,17.0
2020-03-20,Wood,1,0,0.0,0.0,Wisconsin,-36.0,-5.0,,,-28.0,16.0
2020-03-21,Bayfield,1,0,0.0,0.0,Wisconsin,-70.0,-16.0,,,,
2020-03-21,Brown,3,0,1.0,0.0,Wisconsin,-52.0,-5.0,14.0,-52.0,-21.0,12.0
2020-03-21,Calumet,1,0,0.0,0.0,Wisconsin,-65.0,3.0,,,-19.0,
2020-03-21,Chippewa,1,0,0.0,0.0,Wisconsin,-47.0,-4.0,,,-15.0,
2020-03-21,Columbia,5,0,0.0,0.0,Wisconsin,-50.0,1.0,,-13.0,-20.0,
2020-03-21,Dane,49,0,17.0,0.0,Wisconsin,-59.0,-11.0,46.0,-49.0,-28.0,13.0
2020-03-21,Douglas,1,0,0.0,0.0,Wisconsin,-47.0,-14.0,,,-26.0,
2020-03-21,Dunn,1,0,0.0,0.0,Wisconsin,-36.0,-2.0,,1.0,-14.0,
2020-03-21,Green,1,0,0.0,0.0,Wisconsin,-43.0,5.0,,,-12.0,
2020-03-21,Green,1,0,0.0,0.0,Wisconsin,-32.0,-7.0,,,-11.0,
2020-03-21,Jefferson,1,0,0.0,0.0,Wisconsin,-41.0,11.0,,-54.0,-12.0,10.0
2020-03-21,Kenosha,5,0,1.0,0.0,Wisconsin,-51.0,-8.0,-3.0,-47.0,-20.0,11.0
2020-03-21,Marathon,1,0,0.0,0.0,Wisconsin,-49.0,-9.0,-28.0,,-15.0,11.0
2020-03-21,Milwaukee,126,2,31.0,1.0,Wisconsin,-47.0,-1.0,11.0,-36.0,-25.0,12.0
2020-03-21,Outagamie,2,0,0.0,0.0,Wisconsin,-57.0,-7.0,7.0,-35.0,-21.0,12.0
2020-03-21,Ozaukee,11,1,4.0,0.0,Wisconsin,-52.0,-12.0,55.0,,-20.0,
2020-03-21,Pierce,1,0,0.0,0.0,Wisconsin,-61.0,7.0,,,-25.0,
2020-03-21,Racine,4,0,1.0,0.0,Wisconsin,-42.0,-1.0,7.0,-18.0,-18.0,11.0
2020-03-21,Rock,3,0,2.0,0.0,Wisconsin,-41.0,5.0,73.0,-6.0,-18.0,10.0
2020-03-21,Sauk,2,0,0.0,0.0,Wisconsin,-53.0,-1.0,51.0,,-32.0,13.0
2020-03-21,Sheboygan,6,0,0.0,0.0,Wisconsin,-42.0,5.0,26.0,-9.0,-14.0,12.0
2020-03-21,Walworth,3,0,0.0,0.0,Wisconsin,-37.0,11.0,27.0,,-20.0,11.0
2020-03-21,Washington,3,0,0.0,0.0,Wisconsin,-38.0,-2.0,32.0,,-19.0,12.0
2020-03-21,Waukesha,20,0,5.0,0.0,Wisconsin,-50.0,-5.0,41.0,-16.0,-23.0,13.0
2020-03-21,Winnebago,5,0,0.0,0.0,Wisconsin,-48.0,-6.0,28.0,-18.0,-18.0,11.0
2020-03-21,Wood,1,0,0.0,0.0,Wisconsin,-38.0,-2.0,,,-20.0,11.0
2020-03-22,Brown,3,0,0.0,0.0,Wisconsin,-52.0,-23.0,13.0,-63.0,-26.0,10.0
2020-03-22,Calumet,1,0,0.0,0.0,Wisconsin,-69.0,-22.0,,,-29.0,
2020-03-22,Chippewa,1,0,0.0,0.0,Wisconsin,-43.0,-15.0,,,-18.0,
2020-03-22,Columbia,5,0,0.0,0.0,Wisconsin,-49.0,-18.0,,-22.0,-25.0,
2020-03-22,Dane,61,0,12.0,0.0,Wisconsin,-62.0,-29.0,17.0,-57.0,-35.0,12.0
2020-03-22,Douglas,1,0,0.0,0.0,Wisconsin,-47.0,-23.0,,,-27.0,
2020-03-22,Dunn,1,0,0.0,0.0,Wisconsin,-41.0,-12.0,,-1.0,-24.0,
2020-03-22,Green,1,0,0.0,0.0,Wisconsin,-50.0,-19.0,,,-24.0,
2020-03-22,Green,1,0,0.0,0.0,Wisconsin,-32.0,-15.0,,,-15.0,
2020-03-22,Jefferson,2,0,1.0,0.0,Wisconsin,-46.0,-15.0,,-54.0,-25.0,
2020-03-22,Kenosha,10,0,5.0,0.0,Wisconsin,-59.0,-30.0,-11.0,-55.0,-29.0,10.0
2020-03-22,Marathon,1,0,0.0,0.0,Wisconsin,-46.0,-21.0,-19.0,,-27.0,10.0
2020-03-22,Milwaukee,183,2,57.0,0.0,Wisconsin,-51.0,-20.0,19.0,-46.0,-31.0,11.0
2020-03-22,Outagamie,2,0,0.0,0.0,Wisconsin,-56.0,-28.0,5.0,-43.0,-26.0,11.0
2020-03-22,Ozaukee,13,1,2.0,0.0,Wisconsin,-55.0,-28.0,38.0,,-31.0,
2020-03-22,Pierce,1,0,0.0,0.0,Wisconsin,-61.0,-8.0,,,-28.0,
2020-03-22,Racine,4,0,0.0,0.0,Wisconsin,-48.0,-24.0,4.0,-26.0,-25.0,10.0
2020-03-22,Rock,3,0,0.0,0.0,Wisconsin,-49.0,-22.0,20.0,-21.0,-24.0,9.0
2020-03-22,Sauk,2,0,0.0,0.0,Wisconsin,-57.0,-15.0,42.0,,-40.0,
2020-03-22,Sheboygan,6,0,0.0,0.0,Wisconsin,-45.0,-17.0,15.0,-13.0,-21.0,10.0
2020-03-22,Walworth,3,0,0.0,0.0,Wisconsin,-47.0,-21.0,4.0,,-29.0,10.0
2020-03-22,Washington,14,0,11.0,0.0,Wisconsin,-45.0,-23.0,23.0,,-29.0,11.0
2020-03-22,Waukesha,30,0,10.0,0.0,Wisconsin,-54.0,-29.0,16.0,-30.0,-35.0,12.0
2020-03-22,Winnebago,5,0,0.0,0.0,Wisconsin,-49.0,-21.0,40.0,,-24.0,11.0
2020-03-22,Wood,1,0,0.0,0.0,Wisconsin,-36.0,-17.0,,,-23.0,9.0
2020-03-23,Bayfield,1,0,0.0,0.0,Wisconsin,-58.0,,,,-38.0,
2020-03-23,Brown,3,0,0.0,0.0,Wisconsin,-36.0,1.0,23.0,-63.0,-36.0,15.0
2020-03-23,Calumet,1,0,0.0,0.0,Wisconsin,-59.0,7.0,,,-33.0,16.0
2020-03-23,Chippewa,1,0,0.0,0.0,Wisconsin,-31.0,13.0,,,-27.0,13.0
2020-03-23,Columbia,5,0,0.0,0.0,Wisconsin,-39.0,-2.0,,-20.0,-32.0,14.0
2020-03-23,Dane,61,0,0.0,0.0,Wisconsin,-47.0,-9.0,25.0,-55.0,-52.0,23.0
2020-03-23,Dodge,2,0,,,Wisconsin,-27.0,-2.0,,,-26.0,13.0
2020-03-23,Douglas,2,0,1.0,0.0,Wisconsin,-34.0,-12.0,,,-33.0,14.0
2020-03-23,Dunn,1,0,0.0,0.0,Wisconsin,-29.0,2.0,,-1.0,-30.0,13.0
2020-03-23,Green,1,0,0.0,0.0,Wisconsin,-34.0,-5.0,,,-34.0,15.0
2020-03-23,Green,1,0,0.0,0.0,Wisconsin,-17.0,-1.0,,,-22.0,
2020-03-23,Jefferson,2,0,0.0,0.0,Wisconsin,-28.0,-1.0,,-24.0,-33.0,15.0
2020-03-23,Kenosha,12,0,2.0,0.0,Wisconsin,-44.0,-14.0,-23.0,-53.0,-38.0,17.0
2020-03-23,Marathon,1,0,0.0,0.0,Wisconsin,-33.0,-3.0,-17.0,,-29.0,13.0
2020-03-23,Milwaukee,206,3,23.0,1.0,Wisconsin,-39.0,-6.0,10.0,-44.0,-41.0,17.0
2020-03-23,Outagamie,2,0,0.0,0.0,Wisconsin,-41.0,-5.0,22.0,-44.0,-37.0,16.0
2020-03-23,Ozaukee,14,1,1.0,0.0,Wisconsin,-41.0,-11.0,22.0,,-46.0,20.0
2020-03-23,Pierce,3,0,2.0,0.0,Wisconsin,-47.0,15.0,,,-32.0,16.0
2020-03-23,Racine,5,0,1.0,0.0,Wisconsin,-32.0,-8.0,6.0,-21.0,-34.0,15.0
2020-03-23,Rock,3,0,0.0,0.0,Wisconsin,-35.0,-6.0,2.0,-15.0,-34.0,15.0
2020-03-23,Sauk,3,0,1.0,0.0,Wisconsin,-36.0,2.0,36.0,,-34.0,14.0
2020-03-23,Sheboygan,6,0,0.0,0.0,Wisconsin,-30.0,-5.0,36.0,-9.0,-32.0,14.0
2020-03-23,Walworth,3,0,0.0,0.0,Wisconsin,-26.0,-2.0,6.0,,-34.0,16.0
2020-03-23,Washington,15,0,1.0,0.0,Wisconsin,-29.0,-2.0,47.0,,-36.0,17.0
2020-03-23,Waukesha,31,0,1.0,0.0,Wisconsin,-38.0,-10.0,31.0,-20.0,-44.0,19.0
2020-03-23,Winnebago,5,0,0.0,0.0,Wisconsin,-38.0,-8.0,32.0,-28.0,-33.0,14.0
2020-03-23,Wood,1,0,0.0,0.0,Wisconsin,-26.0,-4.0,,,-29.0,12.0
2020-03-24,Bayfield,1,0,0.0,0.0,Wisconsin,,,,,-45.0,
2020-03-24,Brown,3,0,0.0,0.0,Wisconsin,-50.0,-17.0,39.0,-69.0,-41.0,19.0
2020-03-24,Calumet,1,0,0.0,0.0,Wisconsin,-66.0,-8.0,,,-38.0,19.0
2020-03-24,Chippewa,2,0,1.0,0.0,Wisconsin,-42.0,-12.0,,,-33.0,16.0
2020-03-24,Columbia,5,0,0.0,0.0,Wisconsin,-48.0,-16.0,,-18.0,-37.0,19.0
2020-03-24,Dane,72,0,11.0,0.0,Wisconsin,-59.0,-21.0,56.0,-58.0,-58.0,27.0
2020-03-24,Dodge,2,0,0.0,0.0,Wisconsin,-39.0,-12.0,,,-29.0,15.0
2020-03-24,Douglas,4,0,2.0,0.0,Wisconsin,-48.0,-25.0,,,-39.0,17.0
2020-03-24,Dunn,1,0,0.0,0.0,Wisconsin,-42.0,-17.0,,-11.0,-35.0,15.0
2020-03-24,Green,1,0,0.0,0.0,Wisconsin,-42.0,-11.0,,,-39.0,18.0
2020-03-24,Green,1,0,0.0,0.0,Wisconsin,-36.0,-13.0,,,-32.0,
2020-03-24,Jefferson,4,0,2.0,0.0,Wisconsin,-38.0,-13.0,,-36.0,-38.0,18.0
2020-03-24,Kenosha,13,0,1.0,0.0,Wisconsin,-47.0,-20.0,-9.0,-51.0,-41.0,18.0
2020-03-24,Marathon,1,0,0.0,0.0,Wisconsin,-45.0,-16.0,-8.0,,-34.0,17.0
2020-03-24,Milwaukee,243,3,37.0,0.0,Wisconsin,-45.0,-12.0,29.0,-44.0,-46.0,20.0
2020-03-24,Outagamie,2,0,0.0,0.0,Wisconsin,-55.0,-19.0,40.0,-44.0,-40.0,19.0
2020-03-24,Ozaukee,16,1,2.0,0.0,Wisconsin,-52.0,-20.0,28.0,,-51.0,24.0
2020-03-24,Pierce,3,0,0.0,0.0,Wisconsin,-60.0,-9.0,,,-41.0,21.0
2020-03-24,Racine,5,0,0.0,0.0,Wisconsin,-41.0,-16.0,40.0,-17.0,-37.0,17.0
2020-03-24,Rock,3,0,0.0,0.0,Wisconsin,-44.0,-18.0,34.0,-13.0,-39.0,17.0
2020-03-24,Sauk,4,0,1.0,0.0,Wisconsin,-44.0,-18.0,58.0,,-40.0,18.0
2020-03-24,Sheboygan,6,0,0.0,0.0,Wisconsin,-42.0,-16.0,,-14.0,-35.0,16.0
2020-03-24,Walworth,4,0,1.0,0.0,Wisconsin,-36.0,-5.0,,,-38.0,17.0
2020-03-24,Washington,17,0,2.0,0.0,Wisconsin,-38.0,-14.0,62.0,,-40.0,20.0
2020-03-24,Waukesha,31,0,0.0,0.0,Wisconsin,-49.0,-19.0,68.0,-19.0,-49.0,23.0
2020-03-24,Winnebago,5,0,0.0,0.0,Wisconsin,-49.0,-20.0,49.0,-38.0,-36.0,18.0
2020-03-24,Wood,1,0,0.0,0.0,Wisconsin,-43.0,-22.0,,,-35.0,15.0
2020-03-25,Bayfield,1,0,0.0,0.0,Wisconsin,-74.0,,,,-44.0,
2020-03-25,Brown,3,0,0.0,0.0,Wisconsin,-56.0,-26.0,2.0,-72.0,-45.0,21.0
2020-03-25,Calumet,1,0,0.0,0.0,Wisconsin,-69.0,-20.0,,,-41.0,21.0
2020-03-25,Chippewa,1,0,-1.0,0.0,Wisconsin,-53.0,-20.0,,,-36.0,19.0
2020-03-25,Columbia,5,0,0.0,0.0,Wisconsin,-53.0,-22.0,,-15.0,-41.0,20.0
2020-03-25,Dane,88,1,16.0,1.0,Wisconsin,-62.0,-27.0,44.0,-59.0,-61.0,28.0
2020-03-25,Dodge,3,0,1.0,0.0,Wisconsin,-45.0,-22.0,,,-32.0,18.0
2020-03-25,Douglas,4,0,0.0,0.0,Wisconsin,-53.0,-29.0,,,-45.0,19.0
2020-03-25,Dunn,1,0,0.0,0.0,Wisconsin,-49.0,-27.0,,-15.0,-38.0,18.0
2020-03-25,Grant,1,0,,,Wisconsin,-48.0,-19.0,,,-37.0,17.0
2020-03-25,Green,1,0,0.0,0.0,Wisconsin,-49.0,-19.0,,,-42.0,20.0
2020-03-25,Green,1,0,0.0,0.0,Wisconsin,-34.0,-20.0,,,-30.0,
2020-03-25,Iowa,3,0,,,Wisconsin,-53.0,-43.0,,,-47.0,
2020-03-25,Jefferson,5,0,1.0,0.0,Wisconsin,-45.0,-21.0,,-35.0,-41.0,19.0
2020-03-25,Juneau,1,0,,,Wisconsin,-57.0,-21.0,,-13.0,-30.0,
2020-03-25,Kenosha,14,0,1.0,0.0,Wisconsin,-49.0,-25.0,29.0,-45.0,-43.0,19.0
2020-03-25,Marathon,1,0,0.0,0.0,Wisconsin,-53.0,-26.0,-30.0,,-35.0,18.0
2020-03-25,Milwaukee,325,4,82.0,1.0,Wisconsin,-51.0,-25.0,67.0,-47.0,-49.0,21.0
2020-03-25,Monroe,1,0,,,Wisconsin,-46.0,-25.0,,-11.0,-36.0,18.0
2020-03-25,Outagamie,4,0,2.0,0.0,Wisconsin,-60.0,-29.0,2.0,-50.0,-44.0,21.0
2020-03-25,Ozaukee,20,1,4.0,0.0,Wisconsin,-55.0,-29.0,69.0,,-52.0,23.0
2020-03-25,Pierce,3,0,0.0,0.0,Wisconsin,-70.0,-19.0,,,-42.0,22.0
