STATION,NAME,DATE,AWND,DAPR,MDPR,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TOBS,WDF2,WDF5,WESD,WESF,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT09
USC00470273,"UW ARBORETUM MADISON, WI US",2/4/2015,,,,,0.15,2.5,8,,17,9,15,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",2/5/2015,,,,,0,0,8,,20,-10,-9,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",2/6/2015,,,,,0,0,7,,14,-10,12,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",2/7/2015,,,,,0,0,7,,27,9,20,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",2/8/2015,,,,,0,0,6,,39,20,30,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",2/9/2015,,,,,0,0,6,,29,19,19,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",2/10/2015,,,,,0,0,6,,28,2,8,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",2/11/2015,,,,,0,0,6,,32,8,31,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",2/12/2015,,,,,0,0,6,,31,4,4,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",2/13/2015,,,,,0,0,5,,16,-5,5,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",2/14/2015,,,,,0,0,5,,26,5,5,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",2/15/2015,,,,,0,0,5,,26,-6,0,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",2/16/2015,,,,,0,0,5,,11,0,9,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",2/17/2015,,,,,0,0,5,,17,9,10,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",2/18/2015,,,,,0,0,5,,18,-1,-1,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",2/19/2015,,,,,0,0,5,,5,-12,-11,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",2/20/2015,,,,,0,0,5,,7,-11,0,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",2/21/2015,,,,,0,0,5,,23,0,23,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",2/22/2015,,,,,0,0,5,,31,6,8,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",2/23/2015,,,,,0,0,5,,12,-14,-13,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",2/24/2015,,,,,0,0,5,,13,-13,13,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",2/25/2015,,,,,0,0,5,,34,6,10,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",2/26/2015,,,,,0.1,1.1,6,,16,-1,2,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",2/27/2015,,,,,0,0,6,,15,-10,-7,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",2/28/2015,,,,,0,0,6,,16,-14,5,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",3/1/2015,,,,,0,0,6,,16,5,15,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",3/2/2015,,,,,0,0,6,,27,5,9,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",3/3/2015,,,,,0.1,1,7,,29,9,25,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",3/4/2015,,,,,0,0,6,,30,9,10,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",3/5/2015,,,,,0,0,6,,20,-7,-3,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",3/6/2015,,,,,0,0,6,,16,-3,2,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",3/7/2015,,,,,0,0,5,,35,2,35,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",3/8/2015,,,,,0,0,4,,46,26,32,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",3/9/2015,,,,,0,0,4,,46,27,31,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",3/10/2015,,,,,0,0,3,,51,30,32,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",3/11/2015,,,,,0,0,0,,55,31,31,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",3/12/2015,,,,,0,0,0,,57,25,28,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",3/13/2015,,,,,0,0,0,,57,25,33,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",3/14/2015,,,,,0,0,0,,69,32,43,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",3/15/2015,,,,,0,0,0,,61,24,42,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",3/16/2015,,,,,0,0,0,,61,41,41,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",3/17/2015,,,,,0,0,0,,75,32,32,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",3/18/2015,,,,,0,0,0,,46,22,25,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",3/19/2015,,,,,0,0,0,,51,25,33,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",3/20/2015,,,,,0,0,0,,47,33,36,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",3/21/2015,,,,,0,0,0,,58,33,40,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",3/22/2015,,,,,0,0,0,,52,24,29,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",3/23/2015,,,,,0.37,6,6,,35,24,26,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",3/24/2015,,,,,0,0,4,,35,11,11,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",3/25/2015,,,,,0.34,0,1,,38,11,32,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",3/26/2015,,,,,0,0,0,,43,27,29,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",3/27/2015,,,,,0,0,0,,37,17,17,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",3/28/2015,,,,,0,0,0,,38,12,37,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",3/29/2015,,,,,0,0,0,,38,29,32,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",3/30/2015,,,,,0.1,0,0,,45,32,35,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",3/31/2015,,,,,0,0,0,,57,35,37,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",4/1/2015,,,,,0,0,0,,61,28,29,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",4/2/2015,,,,,0,0,0,,76,29,54,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",4/3/2015,,,,,0.07,0,0,,67,42,44,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",4/4/2015,,,,,0,0,0,,49,27,39,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",4/5/2015,,,,,0,0,0,,58,37,45,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",4/6/2015,,,,,0,0,0,,64,27,29,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",4/7/2015,,,,,0.15,0,0,,65,27,37,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",4/8/2015,,,,,0.95,0,0,,48,37,40,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",4/9/2015,,,,,0.96,0,0,,44,38,41,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",4/10/2015,,,,,0.32,0,0,,52,36,37,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",4/11/2015,,,,,0.1,0,0,,54,34,49,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",4/12/2015,,,,,0,0,0,,64,43,55,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",4/13/2015,,,,,0.15,0,0,,70,52,53,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",4/14/2015,,,,,0,0,0,,70,34,35,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",4/15/2015,,,,,0,0,0,,68,34,40,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",4/16/2015,,,,,0,0,0,,69,36,39,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",4/17/2015,,,,,0,0,0,,71,39,51,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",4/18/2015,,,,,0,0,0,,80,47,60,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",4/19/2015,,,,,0,0,0,,71,49,56,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",4/20/2015,,,,,0.56,0,0,,75,45,45,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",4/21/2015,,,,,0.06,0,0,,50,37,39,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",4/22/2015,,,,,0.03,0,0,,42,31,32,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",4/23/2015,,,,,0,0,0,,46,28,34,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",4/24/2015,,,,,0,0,0,,55,25,32,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",4/25/2015,,,,,0.3,0,0,,54,31,42,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",4/26/2015,,,,,0,0,0,,50,32,44,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",4/27/2015,,,,,0,0,0,,60,31,40,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",4/28/2015,,,,,0,0,0,,67,32,36,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",4/29/2015,,,,,0,0,0,,66,36,48,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",4/30/2015,,,,,0,0,0,,69,33,43,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",5/1/2015,,,,,0,,,,62,36,43,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",5/2/2015,,,,,0,,,,70,43,60,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",5/3/2015,,,,,0,,,,78,56,63,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",5/4/2015,,,,,0.51,,,,75,54,57,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",5/5/2015,,,,,0.19,,,,75,48,48,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",5/6/2015,,,,,0.3,,,,55,47,50,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",5/7/2015,,,,,0.11,,,,76,50,58,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",5/8/2015,,,,,0,,,,82,58,66,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",5/10/2015,,2,0.02,,,,,,74,48,49,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",5/11/2015,,,,,0.03,,,,60,49,60,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",5/12/2015,,,,,0.09,,,,67,44,46,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",5/13/2015,,,,,0,,,,53,35,41,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",5/14/2015,,,,,0,,,,62,41,44,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",5/15/2015,,,,,0.21,,,,66,44,59,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",5/16/2015,,,,,0,,,,74,58,65,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",5/17/2015,,,,,0,,,,79,65,68,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",5/18/2015,,,,,1.03,,,,79,60,61,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",5/19/2015,,,,,0,,,,62,42,43,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",5/20/2015,,,,,0,,,,56,38,45,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",5/21/2015,,,,,0,,,,56,38,47,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",5/22/2015,,,,,0,,,,72,38,55,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",5/23/2015,,,,,0,,,,73,41,64,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",5/24/2015,,,,,0.02,,,,78,50,60,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",5/25/2015,,,,,0.8,,,,66,57,65,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",5/26/2015,,,,,0.07,,,,76,65,68,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",5/27/2015,,,,,0.32,,,,76,58,71,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",5/28/2015,,,,,0,,,,76,59,65,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",5/29/2015,,,,,0.12,,,,81,62,63,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",5/30/2015,,,,,0.11,,,,79,57,57,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",5/31/2015,,,,,0.12,,,,57,40,50,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",6/1/2015,,,,,0,,,,63,39,52,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",6/2/2015,,,,,0,,,,67,37,54,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",6/3/2015,,,,,0,,,,72,53,63,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",6/4/2015,,,,,0,,,,76,63,67,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",6/5/2015,,,,,0,,,,82,57,66,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",6/6/2015,,,,,0,,,,71,47,60,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",6/7/2015,,,,,0.08,,,,73,60,66,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",6/8/2015,,,,,0,,,,81,60,69,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",6/9/2015,,,,,0.17,,,,80,53,61,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",6/10/2015,,,,,0,,,,87,61,76,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",6/11/2015,,,,,0,,,,85,55,64,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",6/12/2015,,,,,1.95,,,,66,57,58,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",6/13/2015,,,,,0.01,,,,67,58,61,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",6/14/2015,,,,,0.23,,,,71,61,69,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",6/15/2015,,,,,0.11,,,,81,64,69,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",6/16/2015,,,,,0.21,,,,78,56,62,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",6/17/2015,,,,,0,,,,78,52,58,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",6/18/2015,,,,,0,,,,78,58,72,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",6/19/2015,,,,,0,,,,79,53,65,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",6/20/2015,,,,,0,,,,75,50,63,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",6/21/2015,,,,,0.01,,,,74,57,74,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",6/22/2015,,,,,0,,,,85,60,70,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",6/23/2015,,,,,0.34,,,,80,57,65,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",6/24/2015,,,,,0,,,,78,54,61,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",6/25/2015,,,,,0.07,,,,79,61,66,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",6/26/2015,,,,,0.07,,,,76,55,65,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",6/27/2015,,,,,0.05,,,,75,56,70,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",6/28/2015,,,,,,,,,78,50,59,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",6/29/2015,,2,0.3,,,,,,72,58,61,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",6/30/2015,,,,,0.12,,,,78,55,60,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",7/1/2015,,,,,0,,,,76,56,56,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",7/2/2015,,,,,0,,,,69,46,53,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",7/3/2015,,,,,0,,,,71,48,53,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",7/4/2015,,,,,0,,,,76,53,73,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",7/5/2015,,,,,0,,,,80,57,72,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",7/6/2015,,,,,0,,,,81,65,71,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",7/7/2015,,,,,1.65,,,,78,59,59,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",7/8/2015,,,,,0,,,,70,49,55,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",7/9/2015,,,,,0,,,,69,53,57,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",7/10/2015,,,,,0,,,,77,54,63,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",7/11/2015,,,,,0,,,,80,57,70,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",7/12/2015,,,,,0,,,,76,59,73,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",7/13/2015,,,,,0.93,,,,81,64,65,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",7/14/2015,,,,,0.01,,,,86,65,69,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",7/15/2015,,,,,0,,,,80,53,63,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",7/16/2015,,,,,0,,,,75,58,61,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",7/17/2015,,,,,0.61,,,,73,61,73,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",7/18/2015,,,,,0.19,,,,87,68,72,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",7/19/2015,,,,,0.03,,,,86,69,74,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",7/20/2015,,,,,0,,,,86,64,69,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",7/21/2015,,,,,0,,,,80,56,64,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",7/22/2015,,,,,0,,,,79,55,64,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",7/23/2015,,,,,0,,,,80,57,65,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",7/24/2015,,,,,0,,,,82,59,65,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",7/26/2015,,2,0,,,,,,86,59,72,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",7/27/2015,,,,,0,,,,86,58,64,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",7/28/2015,,,,,0,,,,86,62,69,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",7/29/2015,,,,,1.26,,,,84,67,68,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",7/30/2015,,,,,0,,,,83,64,68,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",7/31/2015,,,,,0,,,,86,64,70,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",8/1/2015,,,,,0,,,,82,61,71,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",8/2/2015,,,,,0,,,,84,68,79,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",8/3/2015,,,,,0,,,,89,60,66,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",8/4/2015,,,,,0,,,,80,55,66,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",8/5/2015,,,,,0,,,,79,53,63,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",8/6/2015,,,,,0,,,,81,55,61,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",8/7/2015,,,,,0,,,,80,61,73,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",8/8/2015,,,,,0.06,,,,78,60,65,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",8/9/2015,,,,,0,,,,71,62,67,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",8/10/2015,,,,,0,,,,82,67,68,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",8/11/2015,,,,,0,,,,84,58,69,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",8/12/2015,,,,,0,,,,80,54,58,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",8/13/2015,,,,,0,,,,82,58,67,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",8/14/2015,,,,,0,,,,87,67,87,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",8/15/2015,,,,,0,,,,92,70,81,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",8/16/2015,,,,,0,,,,89,65,71,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",8/17/2015,,,,,0,,,,87,68,71,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",8/18/2015,,,,,0.69,,,,85,65,67,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",8/19/2015,,,,,1.53,,,,79,63,63,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",8/20/2015,,,,,0.03,,,,64,57,57,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",8/21/2015,,,,,0,,,,71,51,57,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",8/22/2015,,,,,0,,,,82,57,71,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",8/23/2015,,,,,0.02,,,,79,60,63,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",8/24/2015,,,,,0,,,,72,53,61,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",8/25/2015,,,,,0,,,,67,56,57,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",8/26/2015,,,,,0,,,,69,54,57,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",8/27/2015,,,,,0,,,,69,51,55,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",8/28/2015,,,,,0,,,,76,54,59,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",8/29/2015,,,,,1.97,,,,67,59,64,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",8/30/2015,,,,,0,,,,67,63,66,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",8/31/2015,,,,,0,,,,75,56,62,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",9/1/2015,,,,,0,,,,84,62,71,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",9/2/2015,,,,,0,,,,90,67,69,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",9/3/2015,,,,,0,,,,86,69,70,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",9/4/2015,,,,,0,,,,86,65,67,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",9/5/2015,,,,,0,,,,85,64,74,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",9/6/2015,,,,,0,,,,85,70,75,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",9/7/2015,,,,,0.76,,,,90,69,70,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",9/8/2015,,,,,0.03,,,,82,69,69,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",9/9/2015,,,,,0.21,,,,76,55,56,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",9/10/2015,,,,,0.25,,,,78,56,60,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",9/11/2015,,,,,0.01,,,,75,56,56,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",9/12/2015,,,,,0,,,,68,47,53,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",9/13/2015,,,,,0,,,,65,43,56,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",9/14/2015,,,,,0,,,,71,47,53,,,,,,,,,,,,,,
USC00470273,"UW ARBORETUM MADISON, WI US",9/15/2015,,,,,0,,,,79,53,62,,,,,,,,,,,,,,
